Key,Officer,Received,Completed,Company,Address,PostalCode,City,SHO Decision,Final Decision (Director's Decision),Worker's Stated Safety Concern,Appeal Status,Number of Business Days,Number of Days to Close,Notes,DayOfWeekRCVD,DayOfWeekCompleted,MatchedCompNameCommon,MatchedCompNameLegal,MatchedCompNameAlias,MatchedAddress,MatchedPostalCode,MatchedCity,MatchedProvince,MatchedContact,MatchedCompNameCommon2,MatchedCompNameLegal2,MatchedCompNameAlias2,MatchedAddress2,MatchedPostalCode2,MatchedCity2,MatchedProvince2,MatchedContact2,MatchedCompNameCommon3,MatchedCompNameLegal3,MatchedCompNameAlias3,MatchedAddress3,MatchedPostalCode3,MatchedCity3,MatchedProvince3,MatchedContact3,MatchedCompNameCommon4,MatchedCompNameLegal4,MatchedCompNameAlias4,MatchedAddress4,MatchedPostalCode4,MatchedCity4,MatchedProvince4,MatchedContact4,MatchedCompNameCommon5,MatchedCompNameLegal5,MatchedCompNameAlias5,MatchedAddress5,MatchedPostalCode5,MatchedCity5,MatchedProvince5,MatchedContact5
52,Dave Parr,2015-11-05,2015-11-06,Overland Waste and Recycling Ltd,620 A Richmond Ave E,R7A 7G8,Brandon,No DA,No DA,Violence,,1.0,1,,,,Overland Waste and Recycling Ltd,,,620 A Richmond Ave E,R7A 7G8,Brandon,MB,"Grant Burton, President or Howardd Burton",WR Waste Recycling Industries,3763456 Manitoba Ltd,Waste Recycling Services,940 Redonda St,R2E 0G9,Winnipeg,MB,Rick Henkel,WRS Waste & Recycling Services,,,940 Redonda St,R2C 3T7,Winnipeg,MB,"Rick & Linda Henkel, Owners",Brandon Waste & Recycling,,,,,,MB,Audiss Rathwell,J & L Recycling Ltd,,,,,,MB,
53,Rob Staerk,2015-11-09,2015-11-24,Modern Taco (McWilliams),,,,DA,DA,Harassment,Appealed - Parties Settled at MLB,10.0,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,Michael Boileau,2015-11-17,2015-12-02,Life Benefit Solutions,,,,No DA,No DA,Harassment,,11.0,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,Kelly Wiebe,2015-11-18,2015-11-23,M C College,,,,No DA,No DA,Harassment,,3.0,5,,,,M C College,,,,,,MB,,S.A.M. Inc.,,,78 4th Ave E,,Portage La Prairie,MB,Tom Wishard,,,,,,,,,,,,,,,,,,,,,,,,
55,Carlos Vicente,2015-11-18,2015-11-30,Charlson's Turkey Hatchery,,,,Closed,Closed,Harassment,,9.0,12,,,,Charison's Turkey Hatchery Ltd.,,,,,,MB,,Charisons Turkey Hatchery Ltd,,,NE 31 15 2E,R0C 1H0,Gunton,MB,Curtis Charison,,,,,,,,,,,,,,,,,,,,,,,,
58,Tom Levich,2015-11-23,2015-12-03,Brandon Eavestroughing,37 Elviss Cres,R7B 2K8,Brandon,No DA,No DA,,,8.0,10,,,,Brandon Eavestroughing,Brandon Eavestroughing & Exteriors 2008,,37 Elviss Cres,R7B 2K8,Brandon,MB,Blake Hallett,A1 Eavestroughing,Evie Enterprises Ltd.,,,,,MB,,TNT Eavestroughing,,,,,,MB,,Rainbow Eavestroughing Ltd,,,504 Grandview St,R7A 6A3,Brandon,MB,John Fehr,Area Eavestroughing,,,,R0A 0R0,Darlingford,MB,Ken Penner
57,Rob Staerk,2015-11-23,2015-12-21,RM of Macdonald,,,,No DA,No DA,firefighter,Appeal to MLB Withdrawn,20.0,28,,,,RM of Macdonald,,,,,,MB,W. Tom Raine (CAO),RM,,,,,,MB,,R M of Macdonald,,,161 Mandan Drive,R0G 0J0,Sanford,MB,Tom Raine,MacDonald Building Maintenance of Canada,Ron C MacDonalds,,11 Sherbo Cove,R2C 5L8,Winnipeg,MB,Ron McDonald,,,,,,,,
59,Kevin Moncrieffe,2015-11-26,2016-12-01,Modern Taco (Wowk),,,,No DA,No DA,Harassment,Appeal to Director Withdrawn,3.0,371,,,,Modern Taco Company (Grant Park) Inc.,,,,,,MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,Kevin Moncrieffe,2015-11-27,2015-12-02,Sunrise School Division 189,851 Cedar Ave,R0E 1J0,Oak Bank,Closed,Closed,office relocation,,4.0,5,,,,Sunrise School Division 189,,"Agassiz School Division 13,Sunrise School Division 13",,,,MB,,Sunrise School Division 189,,"Agassiz School Division 13,Sunrise School Division 13",851 Cedar Ave,R0E 1J0,Oak Bank,MB,Rob Beal,,,,,,,,,,,,,,,,,,,,,,,,
63,Kelly Wiebe,2015-12-01,2015-12-07,Lockport Inn Hotel,,,,No DA,No DA,Harassment,,4.0,6,,,,Lockport Inn Hotel,,,,,,MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,Bill Bage,2015-12-01,2016-01-13,Sunrise School Division (Smith),,,,No DA,No DA,,,28.0,43,,,,Sunrise School Division 189,,"Agassiz School Division 13,Sunrise School Division 13",,,,MB,,Sunrise School Division 189,,"Agassiz School Division 13,Sunrise School Division 13",851 Cedar Ave,R0E 1J0,Oak Bank,MB,Rob Beal,,,,,,,,,,,,,,,,,,,,,,,,
62,Michael Boileau,2015-12-01,2015-12-18,Converimax,,,,DA,DA,Harassment,Appealed - Parties Settled at MLB,13.0,17,Employee signed release with employer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,Carlos Vicente,2015-12-10,2016-02-11,Macdonald Youth Services,175 Mayfair Ave,R3L 0A1,Winnipeg,No DA,No DA,Violence,,42.0,63,,,,Macdonald Youth Services,,,175 Mayfair Ave,R3L 0A1,Winnipeg,MB,Jennifer Scott,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,Kelly Wiebe,2015-12-15,2015-12-15,Bulldog Demolition and Excavation Inc,,,,Closed,Closed,Asbestos,,1.0,1,,,,Bulldog Demolition and Excavation Inc,Bulldog Demolition and Excavation Inc,Wreck It Demolition Inc or Bulldog Demolition,,,,MB,Eric Fleury Jr. (Owner),Bulldog Demolition and Excavation Inc,Bulldog Demolition and Excavation Inc,Wreck It Demolition Inc or Bulldog Demolition,,,,MB,Eric Fleury Jr. (Owner),S&M Demolition,,,936 Main St Suite B,,Winnipeg,MB,Sandra Guiboche,431 Demolition,Cory Statkewich,(431) Demolition (Company common name on the WCB spreadsheet),,,,MB,Cory Statkewich (Owner),431 Demolition,Cory Statkewich,(431) Demolition (Company common name on the WCB spreadsheet),,,,MB,Cory Statkewich (Owner)
66,Tyler Chivers,2015-12-18,2015-12-23,Mount Carmel Clinic Corp,886 Main St,R2W 5L4,Winnipeg,No DA,No DA,Ventilation,,3.0,5,,,,Mount Carmel Clinic Corp,,,886 Main St,R2W 5L4,Winnipeg,MB,Tom Kean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,Rob Staerk,2015-12-21,2016-02-09,Manitoba Hydro,360 Portage Avenue Ave,R3C 2P4,Winnipeg,No DA,No DA,Unlicensed Electrical Work,Appealed - Director Confirmed No DA; Appealed to MLB,33.0,50,,,,Automotive Dismantlers & Recyclers Of,Manitoba Inc.,,844 Mcleod Ave Suite 1,R2G 2T7,Winnipeg,MB,DVE BLAYDEN,Manitoba Hydro International Ltd,,,,,,MB,,Manitoba Hydro,,,360 Portage Avenue Ave,R3C 2P4,Winnipeg,MB,Ron McKinnon,"Outland Camps, Keewatenoo Project, Manitoba Hydro",,,627 Squier St,P7B 4A7,Thunder Bay,MB,Tim Flye,Manitoba Hydro,,,360 Portage Avenue Ave,R3C 2P4,Winnipeg,MB,Ron McKinnon
69,Bill Bage,2016-01-04,2016-01-15,Petland,1910 Pembina Hwy Suite 24,R3T 4S5,Winnipeg,DA,No DA,,Appealed - Director Found No DA,9.0,11,,,,Petland,,,1910 Pembina Hwy Suite 24,R3T 4S5,Winnipeg,MB,Robert Brissette,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,Dan Steppan,2016-01-04,2016-01-26,BBE Hydro (Rosenkrantz),,,,No DA,Closed,2 hours lost pay,Appealed - Director Found DA - MLB Dismissed Appeal,16.0,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,Rob Staerk,2016-01-13,2016-01-18,Tache Community Day Care Inc.,480 Senez St,R0A 0Y0,Lorette,No DA,No DA,violent child,,3.0,5,,,,Day International Ltd,Cadillac Plastics Division,,1832 King Edward St Suite 15,R2R 0N1,Winnipeg,MB,ANDREW D. MCINTYRE,Tache Community Day Care Inc.,,,480 Senez St,R0A 0Y0,Lorette,MB,Wendy McKnight (Director),,,,,,,,,,,,,,,,,,,,,,,,
71,Tom Levich,2016-01-18,2016-02-02,Prairie Mountain Health - Swan Valley Hospital - Yablonski,,,,DA,DA,pay for committee work,,11.0,15,,,,Prairie Mountain Health,Ste Rose Health Centre,,625 3rd St SW,R7N 1R7,Dauphin,MB,Meagen Abraham - HR Assistant,Prairie Mountain Health,Ste. Rose Health Centre Inc.,Ste. Rose Primary Health Care Centre,,,,MB,Meagen Abraham - HR Assistant / Chad Gudbjartson - Maintenance Supervisor 204-622-4168Darren Ripmeester - Chief Engineer - 204-647-0207,Swan Valley Tire Ltd,Ram Zen Ltd,,201 4th Ave N,R0L 1Z0,Swan River,MB,Dale Weston,REP4 Technologies,,IT Health Services,217 Clandeboye Ave,R1A 0X2,Selkirk,MB,Eddie Phillips,,,,,,,,
72,Tom Levich,2016-01-18,2016-02-02,Prairie Mountain Health - Swan Valley Lodge,,,,DA,DA,pay for committee work,,11.0,15,,,,Prairie Mountain Health,Ste Rose Health Centre,,625 3rd St SW,R7N 1R7,Dauphin,MB,Meagen Abraham - HR Assistant,Prairie Mountain Health,Ste. Rose Health Centre Inc.,Ste. Rose Primary Health Care Centre,,,,MB,Meagen Abraham - HR Assistant / Chad Gudbjartson - Maintenance Supervisor 204-622-4168Darren Ripmeester - Chief Engineer - 204-647-0207,Prairie View Lodge,,,424 Broadway Ave W,R0G 1P0,Pilot Mound,MB,Cheryl Yake,Swan Valley Tire Ltd,Ram Zen Ltd,,201 4th Ave N,R0L 1Z0,Swan River,MB,Dale Weston,Valley Motor Lodge,,,,,,MB,
73,Tom Levich,2016-01-18,2016-02-02,Prairie Mountain Health - Tiger Hills Health Centre - Smith,,,,DA,DA,pay for committee work,,11.0,15,,,,Immigrant Centre,,International Centre,100 Adelaide St,R3A 0W2,Winnipeg,MB,Linda Lalonde,Prairie Mountain Health,Ste Rose Health Centre,,625 3rd St SW,R7N 1R7,Dauphin,MB,Meagen Abraham - HR Assistant,Prairie Mountain Health,Ste. Rose Health Centre Inc.,Ste. Rose Primary Health Care Centre,,,,MB,Meagen Abraham - HR Assistant / Chad Gudbjartson - Maintenance Supervisor 204-622-4168Darren Ripmeester - Chief Engineer - 204-647-0207,T.G. Smith Centre,,,,,,MB,,Prairie Mountain Health - Grandview Health Centre,,,,,,MB,
74,Tyler Chivers,2016-01-29,2016-03-16,RM of East St. Paul,,,,No DA,No DA,Firefighter,Director Dismissed Appeal; MLB Dismissed Appeal due to non-attendance of Appellant,32.0,47,,,,RM of East St. Paul,,,,,,MB,,RM,,,,,,MB,,R M of East St Paul,Rural Municipality of East St Paul,,3021 Birds Hil Road,R2E 1A7,East St Paul,MB,Jerome Mauws; Ernie Epp; Dennis Wiwcharyk,Rural Municipality of East St. Paul,,Rural Municipality of East St. Paul,333 Main St,R0C 2Z0,Stonewall,MB,Chris Luellman (CAO),The Meadows at East St.Paul Golf Course,,,2511 Mcgregor Farm Road N,R3E 1E9,Winnipeg,MB,Alex Edney
77,Bill Bage,2016-02-01,2016-02-10,Fat Panda,60 Paramount Road,R2X 2W3,Winnipeg,No DA,No DA,Harassment,,7.0,9,,,,Fat Panda,,,60 Paramount Road,R2X 2W3,Winnipeg,MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,Dan Steppan,2016-02-01,2016-02-03,BBE Hydro (Harrison),,,,Closed,Closed,Elevated Work Platforms,,3.0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,Carlos Vicente,2016-02-01,2016-02-04,Stars Air Ambulance,,,,Closed,Closed,Right to Refuse,,4.0,3,,,,S.T.A.R.S Air Ambulance,,,,,,MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,Rob Staerk,2016-02-02,2016-02-09,Northern Meats,,,,No DA,No DA,Harassment,,5.0,7,,,,Northern Meats,Russ Patterson Ltd,Northern Meat Services,,,,MB,Russ Patterson,Russ Paterson Ltd. formerly Northern Meat Service,Russ Paterson Ltd.3978983 Manitoba Ltd.2790760 Manitoba Ltd.2882176 Manitoba Ltd.3282733 Manitoba Ltd.4120612 Manitoba Ltd.,Northern Meat Service,29 Winfield Way,,Winnipeg,MB,Julie Paterson,Northern Sealant Systems Ltd,,,976 Minto St,R3G 2R8,Winnipeg,MB,,Northern Inn,,,112 Portage Road,R0B 0H0,Cranberry Portage,MB,Larry Kostyk - ownerTerrance McLeod - managerCourtney McLeod,,,,,,,,
79,Tyler Chivers,2016-02-03,2016-02-04,Nick's Inn,,,,Closed,Closed,Violence,,2.0,1,,,,Nick's Inn,,,,,,MB,,Nicks Inn,,,,,,MB,,,,,,,,,,,,,,,,,,,,,,,,,
80,Bill Bage,2016-02-08,2016-05-04,Allmar Distributors Ltd,287 Riverton Ave,R2L 0N2,Winnipeg,No DA,No DA,Harassment,,59.0,86,,,,Allmar Distributors Ltd,Allmar Inc.,Allmar International,287 Riverton Ave,R2L 0N2,Winnipeg,MB,Cindy Buss- Safety SupervisorFernando Requeima- Purchasing & Production Manager,Allmar Lumber Distributors Ltd,,,,R2L 2A5,Winnipeg,MB,,Delta Cleaners,EN Distributors Incorporated,,6650 Roblin Blvd,R3T 1Z9,Winnipeg,MB,Emad Bisharat,Pal Distributors Inc,2936501 Manitoba Ltd,Foampak,C 1901 Logan Ave,R2R 0H6,Winnipeg,MB,Jack McLaughlin,Deb Distributors Co Ltd.,,,891 Century St,R3H 0M3,Winnipeg,MB,
81,Tyler Chivers,2016-02-09,2016-03-04,Steinbach Credit Union,2100 McGillivray Blvd,R3Y 1X2,Winnipeg,DA,DA,Committee Duties,,17.0,24,,,,Steinbach Credit Union,,,2100 McGillivray Blvd,R3Y 1X2,Winnipeg,MB,,Westoba Credit Union Ltd,,,47 Main St,R0K 0H0,Carberry,MB,Morley Hedley,Westoba Credit Union Ltd,,,220 10th St,R7A 4E8,Brandon,MB,Garnet Fisher (Property Manager),Astra Credit Union,,,1907 Portage Ave,R3J 0H9,Winnipeg,MB,,,,,,,,,
82,Carlos Vicente,2016-02-16,2016-03-09,Wildflower Hair & Day Spa,,,,Closed,Closed,Harassment,,17.0,22,,,,Day International Ltd,Cadillac Plastics Division,,1832 King Edward St Suite 15,R2R 0N1,Winnipeg,MB,ANDREW D. MCINTYRE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,Rob Staerk,2016-02-19,2016-05-06,Pizza Hotline / Cafe 22,336 Broadway,R3C 4W3,Winnipeg,No DA,No DA,Harassment,,53.0,77,,,,Pizza Hotline,,,130 Regent Ave W Suite A,R2C 0C1,Winnipeg,MB,"Murray Hawkins partner, Jamie Buchannon partner, Nikki BUchannon partner, Garrett Laminger partner",Pizza Hotline / Cafe 22,5865337 Manitoba Ltd,,130 Provencher Blvd Suite A,R2H 0G3,Winnipeg,MB,Leeroy Canog or Wilson Chan Owners,Pizza Hotline Call Centre,Hotline International Pizza Systems Ltd,,1109 Wilkes Ave Suite 10,R3P 2S2,Winnipeg,MB,Jerry Ciaflone,Pizza Pizza,5585032 Manitoba Ltd,Pizza Pizza #450,10303 Jasper Ave Suite 1700,T5J 3N6,Edmonton,AB,,Pizza Hotline,,,1327 Portage Ave,R3G 0V3,Winnipeg,MB,"Oksana Maslov, Owner"
84,Carlos Vicente,2016-03-01,2016-03-09,El Dad Ranch / Aim for Work,,,,No DA,No DA,Right to Refuse,,6.0,8,,,,El'Dad Ranch,Initiatives for Just Communities Inc,,,,,MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,Dave Parr,2016-03-02,2016-04-06,Brightscape Endeavours Ltd,,,,No DA,No DA,Violence,,23.0,35,,,,Brightscape Endeavours Ltd,,Specialized Foster Homes,,,,MB,Jesse Dourado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,Rob Staerk,2016-03-03,2016-03-18,Hi-Tech Energy Windows,1675 Inkster Blvd,R2X 2W7,Winnipeg,No DA,No DA,air quality,,11.0,15,,,,Hi-Tech Energy Windows,Hi-Tech Energy Windows Ltd.,,1675 Inkster Blvd,R2X 2W7,Winnipeg,MB,,Energy Systems,,,96 DeBaets St,,Winnipeg,MB,Jay Allard,SA Energy Group,,,,,,MB,Ryan Hoyle (P. Eng),LB Energy Corp,,,,,,MB,,,,,,,,,
88,Dan Steppan,2016-03-04,2016-03-18,Vale,,R8N 1P3,Thompson,DA,DA,Committee Duties,,10.0,14,,,,Vale,Vale Canada Limited,"CVRD Inco Limited,Inco Ltd - Manitoba Division,Inco Exploration & Technical Services Inc.",,R8N 1P3,Thompson,MB,Lovro Paulic,ASAP Secured Inc. (at Vale Mine Site),,,8160 Parkhill Drive,L9T 5V7,,ON,,Vallen,Sonepar Canada,,,,,MB,Leanne Rutherford,,,,,,,,,,,,,,,,
87,Tyler Chivers,2016-03-04,2016-03-30,New Flyer Industries Limited,711 Kernaghan Ave,R2C 3T4,Winnipeg,No DA,No DA,Right to Refuse,Appealed - Director Found No DA; Appealed to MLB; Parties settled at MLB / appeal withdrawn,16.0,26,,,,New Flyer Industries Limited,,,711 Kernaghan Ave,R2C 3T4,Winnipeg,MB,Keith Closen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,Carlos Vicente,2016-03-07,2016-04-11,Children's Dental World,,,,Closed,Closed,Harassment,,26.0,35,,,,Children's Dental World,,,2107 Pembina Hwy,,Winnipeg,MB,,Children's Dental World,,,,,,MB,,Child Creations,,E-Children,,,,MB,,West Coast Kids,,E Children,,,,MB,,E Children Ltd,E-Children Ltd,Friendly Bears,103 Princess St,R3B 1K6,Winnipeg,MB,"Ed Letendre; Susan Mesyton, Manager"
90,Rob Staerk,2016-03-11,2016-05-18,Native Women's Transition Centre,105 Aikins St,R2W 4E6,Winnipeg,DA,DA,Harassment,Appealed - Referred to MLB; parties settled at MLB,46.0,68,,,,Immigrant Centre,,International Centre,100 Adelaide St,R3A 0W2,Winnipeg,MB,Linda Lalonde,Native Women's Transition Centre,,,105 Aikins St,R2W 4E6,Winnipeg,MB,,,,,,,,,,,,,,,,,,,,,,,,,
91,Dave Parr,2016-03-11,2016-04-20,Southquill Gaming Centre,SE20-17-18W,R0J 0P0,Erickson,No DA,No DA,Violence,,26.0,40,,,,Immigrant Centre,,International Centre,100 Adelaide St,R3A 0W2,Winnipeg,MB,Linda Lalonde,Southquill Gaming Centre,,,SE20-17-18W,R0J 0P0,Erickson,MB,,,,,,,,,,,,,,,,,,,,,,,,,
93,Tyler Chivers,2016-03-14,2016-03-29,Sobeys,2100 Saskatchewan Ave W,R1N 0P3,Portage La Prairie,No DA,No DA,Committee Duties,,9.0,15,,,,Sobeys Pembina Extra,,,,,,MB,Meagan Coakes,Sobeys Pharmacy,Sobeys Capital Incorporated,The Oshawa Group Limited,12910 156 St,T5V 1E9,Edmonton,AB,Devon Johnston,Sobeys,Doring Enterprizes Inc.,,94 7th Ave,R0C 1B0,Gimli,MB,"Ingvar Karvelson, Owner",Sobeys,W.R.A. Enterprises Portage La Prairie,,2100 Saskatchewan Ave W,R1N 0P3,Portage La Prairie,MB,Being Managed out of Winnipeg,"Sobeys Inc., Safeway Operations",,,1345 Waverley St Suite 300,R3T 5Y7,Winnipeg,MB,Jennifer Hyra - Safety Mgr
92,Bill Bage,2016-03-14,2016-03-23,Capitol Steel Corporation,1355 Saskatchewan Ave,R3H 0Z4,Winnipeg,Closed,Closed,PPE,,8.0,9,,,,Capitol Steel Corporation,Capitol Steel Corporation,Capitol Welding,1355 Saskatchewan Ave,R3H 0Z4,Winnipeg,MB,"Devin McManus or Lester Chisholm/ Al Williamson, SafetyTim Kitchur, Production Mgr.",K-Steel,,,224 Whitney St,R8A 0H9,Flin Flon,MB,Kim Horacks,Stella Capital,,,,,,MB,,Stella Capital,,Construction Division of Forthright Ventures,,,,MB,,,,,,,,,
94,Bill Bage,2016-03-22,2016-03-22,Direct Distribution Centre,55 Rothwell Road,R3P 2M5,Winnipeg,Closed,Closed,Harassment,,1.0,1,,,,Direct Distribution Centre,,,55 Rothwell Road,R3P 2M5,Winnipeg,MB,,Immigrant Centre,,International Centre,100 Adelaide St,R3A 0W2,Winnipeg,MB,Linda Lalonde,RS Distribution Services Ltd,,,,,,MB,,Benjamin Moore & Co. - Winnipeg Distribution Centre,,,,,,MB,,Livingston Distribution Centre,,,101 Hutchings St,R2X 2V4,Winnipeg,MB,
95,Tyler Chivers,2016-03-22,2016-04-21,Main Street Project Inc.,75 Martha St,R3B 1A4,Winnipeg,No DA,No DA,Harassment,,20.0,30,,,,Main Street Project Inc.,,,75 Martha St,R3B 1A4,Winnipeg,MB,Cory Tanguay (Program Manager),D Street Builders,D Street Enterprises Inc.,,,,,MB,,,,,,,,,,,,,,,,,,,,,,,,,
96,Rob Staerk,2016-03-23,2016-03-24,Dunn-Rite Foods ,,,,No DA,No DA,PPE,,1.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,Carlos Vicente,2016-03-29,2016-04-22,Janzen Builders (1963) Holdings Limited,,R0G 2X0,Winkler,No DA,No DA,Harassment,,18.0,24,,,,Janzen Builders (1963) Holdings Limited,,,,R0G 2X0,Winkler,MB,,BD Builders Inc,,,,R6W 4A1,Winkler,MB,Darcy Unrah,GR Builders,,,,,,MB,,M5 Builders,,,62 Don Valley Parkway,,Winnipeg,MB,Don or Gerald Matheson,LD Builders Ltd,LD Builders Ltd,,85 Elkhart Lane,R2E 1A6,East St. Paul,MB,Larry Dyck (President) or Jason Sawatzky (GM)
98,Tyler Chivers,2016-04-11,2016-05-03,Blue Star Distribution,,,,DA,DA,Electrical,,16.0,22,,,,Bluestar Distribution Inc.,BDI Distribution West inc.,,55187 Talbot Line,N5H 2R3,Aylmer,ON,John Lansink,RS Distribution Services Ltd,,,,,,MB,,Apex Distribution Inc.,,,,,,MB,,Blue Star Construction Ltd.,,,,,,MB,,A S L Distribution Services Ltd,,,44 Omand's Creek Blvd,R2R 1V7,Winnipeg,MB,
99,Bill Bage,2016-04-12,2016-07-18,Manitoba Occupational Health Nurses Interest Group,287 Broadway Ave Suite 300,R3C 0P9,Winnipeg,Closed,Closed,Committee Duties,,70.0,97,,,,Automotive Dismantlers & Recyclers Of,Manitoba Inc.,,844 Mcleod Ave Suite 1,R2G 2T7,Winnipeg,MB,DVE BLAYDEN,Manitoba Occupational Health Nurses Interest Group,Nurses Interest Group,,287 Broadway Ave Suite 300,R3C 0P9,Winnipeg,MB,Diane Gantzel,Manitoba Health,,,405 Broadway Ave Suite 302,R3C 0V8,Winnipeg,MB,,Manitoba Health,,,405 Broadway Ave Suite 302,R3C 0V8,Winnipeg,MB,Honourable Theresa Oswald,P P Manitoba Inc,,Premium Pork Manitoba Inc,,R0M 0T0,Hamiota,MB,
100,Carlos Vicente,2016-04-15,2016-05-04,Black & McDonald,,,,No DA,No DA,Electrical,,13.0,19,,,,Black & McDonald Limited,,,401A Weston St,R3E 3H4,Winnipeg,MB,Jeff Jacob,McDonald's,,,,,,MB,,Macaw and McDonald Ltd,,,33 Terracon Place,R2J 4B3,Winnipeg,MB,,Mac Group,,McDonald & Associates Consulting Ltd,Box 19 Site 405 RR 4,R7A 5Y4,Brandon,MB,Ralph McDonald,McDonald's Restaurant - Flin Flon and The Pas,Colton Rock Enterprises Ltd.,,200 Pth 10A,R9A 1S2,Flin Flon,MB,Darryl Assailly
101,Carlos Vicente,2016-05-09,2016-05-17,Awasis Agency of Northern Manitoba,,,,Closed,Closed,,,7.0,8,,,,Automotive Dismantlers & Recyclers Of,Manitoba Inc.,,844 Mcleod Ave Suite 1,R2G 2T7,Winnipeg,MB,DVE BLAYDEN,Awasis Agency of Northern Manitoba,,,,,,MB,,Awasis Agency Of Northern Manitoba,Awasis Agency Of Northern Manitoba,Awasis sekamik center co-op inc.,701 Thompson Drive Suite 100,R8N 2A2,Thompson,MB,Marilyn Lagimodiere,Awasis Agency of Northern Manitoba,Island Lake First Nations Family Services,First Nations of Northern Manitoba Child and Family Services Authority,,,,MB,,P P Manitoba Inc,,Premium Pork Manitoba Inc,,R0M 0T0,Hamiota,MB,
102,Carlos Vicente,2016-05-17,2016-05-20,La Broquerie Hotel,3 Des Pigeons St,R0A 0W0,La Broquerie,Closed,Closed,serving alcohol,,4.0,3,,,,La Broquerie Hotel,Green Hotels Ltd,Hotel La Broquerie or 4019164 Manitoba Limited,3 des Pigeons St,R0A 0W0,La Broquerie,MB,Diane Green,La Broquerie Hotel,4019164 Manitoba Limited,,3 Des Pigeons St,R0A 0W0,La Broquerie,MB,Luc Tetreault,R M of La Broquerie,,,123 Simard St,R0A 0W0,La Broquerie,MB,Roger Bouvier,La Broquerie Car Wash & Laundromat,,,,,,MB,,,,,,,,,
103,Tyler Chivers,2016-05-17,2016-06-14,Drake Medox Health Services Inc,2025 Corydon Ave Suite 218,R3P 0N5,Winnipeg,DA,DA,Client Safety Plan,Appealed - Director Found No DA; Appealed to MLB,19.0,28,,,,Drake Medox Health Services Inc,Medox Health Services Inc,,2025 Corydon Ave Suite 218,R3P 0N5,Winnipeg,MB,,Drake International,,,444 St Mary Ave Suite 210,R3C 3T1,Winnipeg,MB,,REP4 Technologies,,IT Health Services,217 Clandeboye Ave,R1A 0X2,Selkirk,MB,Eddie Phillips,,,,,,,,,,,,,,,,
104,Carlos Vicente,2016-06-07,2016-06-20,The Keg Steakhouse & Bar,,,,Closed,Closed,grease trap,,10.0,13,,,,The Keg Steakhouse & Bar,Schaworski Holdings Ltd.,,,,,MB,David Schaworski (Owner),Keg Steakhouse & Bar,,,2609 Portage Ave,R3J 0P6,Winnipeg,MB,Scott Stephen,Brazen Hall Kitchen & Brewery,,The Round Table Steakhouse and Pub,800 Pembina Hwy,R3M 2M7,Winnipeg,MB,Kristjan,,,,,,,,,,,,,,,,
105,Rob Staerk,2016-06-07,2016-08-30,BBE Hydro re: Rosenkranz #2,,,,No DA,No DA,Radio On Bulldozer,Appealed - Referred to MLB; MLB dismissed appeal: serious delay / no prima facie DA,59.0,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,Rob Staerk,2016-06-09,2016-09-22,BBE Hydro re: MacDonald,,,,No DA,No DA,Harassment,,74.0,105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,Bill Bage,2016-06-09,2016-06-22,Elmer's Manufacturing,,,,No DA,No DA,Harassment,,9.0,13,,,,Elmer's Manufacturing Ltd,,Elmer Welding & Repair,9118 30 Hwy,R0G 0B0,Altona,MB,Elmer Friesen,BD Manufacturing Ltd,,,SE 13-7-16 W,R0K 0X0,Glenboro,MB,Marlene Vanwynsberghe,A E S Manufacturing Inc,,,,R0C 3B0,Teulon,MB,,T L Manufacturing,,,,R1A 2B1,Selkirk,MB,"Jim Sinclair, (owner)",Zep Manufacturing,,Nsi Holdings Inc,450 Provencher Blvd,R2J 0B9,Winnipeg,MB,Roger Brodeur
